Subject Name,Subject Code,Subject Type,Primary Info,Credits,URL
Elements of Data Processing,COMP20008,Requisites apply,"Offered Semester 1, Semester 2, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp20008
Machine Learning Applications for Health,COMP90089,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp90089
Quantum Software Fundamentals,COMP90084,Quotas apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp90084
"Online Streaming, Film and TV Law",LAWS70080,Quotas apply,"Offered August, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70080
Trade Marks and Unfair Competition,LAWS70046,Quotas apply,"Offered March, July, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70046
Film Production: From Script to Screen,SCRN90002,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/scrn90002
Precontractual Liability,LAWS90027,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90027
Cultural Festivals and Special Events,AMGT90024,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/amgt90024
Exploring Irish Literature,ENGL30049,Subject,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/engl30049
French 8,FREN10009,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fren10009
Hebrew 10,HEBR30019,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hebr30019
Information Visualisation,GEOM90007,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/geom90007
Global Value Chains,IBUS90008,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ibus90008
Lung Sternum and Deep Venous Thrombosis,MEDI90117,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90117
Chronic Disease Management: In Practice,NURS90105,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90105
Advanced Narrative Skills Development,SCWK90060,Requisites apply,"Offered February, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/scwk90060
"Mind, Brain and Behaviour A",PSYC10006,Subject,"Offered July, 2024","Undergraduate Level 1, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyc10006
Sports Pharmacotherapeutics,PHRM90022,Subject,"Offered Term 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phrm90022
Advanced Case Studies Practicum,MEDI90048,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90048
Measurement Analytics,MAST90131,Requisites apply,"Offered Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mast90131
Assessing Clinical Learners,EDUC90744,Requisites apply,"Offered January, June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90744
Learning Area Media Studies (SI) 2,EDUC91254,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91254
Applications of Echocardiography,MEDI90058,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90058
International Business Experience,IBUS20007,Quotas apply,"Offered January, June, November, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ibus20007
Managing Teams,MGMT90265,Subject,"Offered Term 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mgmt90265
Chemical Regulations and Safety,CHEM90055,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chem90055
Resilience and Relationships,EDUC90900,Subject,"Offered Term 1, Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90900
Sport Psychology,PSYC90108,Subject,"Offered Term 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyc90108
Language Assessment for Learning,LING90037,Requisites apply,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ling90037
Musculoskeletal Rehabilitation,REHB90007,Subject,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/rehb90007
Learning Area Commerce (SI) 2,EDUC91241,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91241
Global Management Consulting,MGMT30017,Quotas apply,"Offered Summer Term, June, November, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mgmt30017
Learning Area Music (SI) A2,EDUC91255,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91255
Foundations of Cancer,MEDI90084,Requisites apply,"Offered Term 1, Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90084
Neuroscience of Human Learning,EDUC90975,Subject,"Offered Term 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90975
Mental Health & Recovery,NURS90124,Requisites apply,"Offered Summer Term, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90124
Prehabilitation and Risk Assessment,MEDI90103,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90103
Cardiovascular & Respiratory Emergencies,VETS90036,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90036
Transthoracic Echocardiography (TTE),MEDI90125,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90125
Longitudinal and Correlated Data,POPH90123,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90123
Food Safety and Quality,FOOD90008,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/food90008
Sports Medicine Research Project,MEDI90091,Requisites apply,"Offered Semester 1 (Extended), Semester 2 (Extended), 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90091
Global Digital Tax,LAWS90232,Quotas apply,"Offered October, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90232
HPS Thesis Part 1,HPSC40018,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/hpsc40018
Cancer Research,MEDI90086,Requisites apply,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90086
Ventricular Function,MEDI90051,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90051
Implementation Science in Theory,SCWK90067,Subject,"Offered Term 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/scwk90067
Health Indicators and Health Surveys,POPH90117,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90117
Conservation in Theory and Practice,CUMC90040,Requisites apply,"Offered February, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/cumc90040
Leadership in Schools (SI),EDUC91207,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91207
International Tax: Advanced Topics,LAWS90017,Quotas apply,"Offered November, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90017
Comparative International Tax,LAWS70353,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70353
Labour Standards and their Enforcement,LAWS70197,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70197
Planning and Development Law,LAWS70349,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70349
Topics in Moral Psychology,PHIL40003,Subject,"Offered Semester 2, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phil40003
International Trust Law,LAWS90096,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90096
Audiovisual Communication,MECM90031,Quotas apply,"Offered Summer Term, Semester 1, Winter Term, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mecm90031
Researching Ideas,ARTS90012,Subject,"Offered Semester 1, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/arts90012
FinTech and Payments Law,LAWS90237,Quotas apply,"Offered November, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90237
Human Rights and Terrorism,LAWS70091,Quotas apply,"Offered November, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70091
East Timor Field Class,GEOG90025,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/geog90025
Payment Matters in Construction Projects,LAWS70239,Quotas apply,"Offered October, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70239
Property Investment and Finance,ABPL90036,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90036
Advanced Design and Data Analysis,PSYC40005,Requisites apply,"Offered Semester 1 (Early-Start), 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyc40005
American Fiction: The 20th Century,ENGL40015,Subject,Not offered in 2024,"Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/engl40015
Romanticism and Modernity,ENGL40007,Subject,"Offered Semester 2, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/engl40007
Evaluating the User Experience,INFO90004,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/info90004
Screen Story 2,FLTV90046,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv90046
Environmental Rights,LAWS70386,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70386
Corporate Insolvency and Reconstruction,LAWS70240,Quotas apply,"Offered Semester 2, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70240
Professional Issues and Practice,AUDI90038,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/audi90038
Managerial Finance,FNCE90075,Requisites apply,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fnce90075
Implementation Science in Practice,SCWK90068,Requisites apply,"Offered Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/scwk90068
Emergency Nursing Practice,NURS90148,Requisites apply,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90148
Paediatric Intensive Care Practice,NURS90096,Requisites apply,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90096
Gastrointestinal Tract Pancreas Adrenals,VETS90043,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90043
Database Systems & Information Modelling,INFO90002,Subject,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/info90002
Foundations of Mental Health Nursing,NURS90077,Subject,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90077
Philosophy Thesis Part 1,PHIL40021,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 18.75 credit points",https://handbook.unimelb.edu.au/2024/subjects/phil40021
Assessment in Mental Health Nursing,NURS90078,Subject,"Offered January, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90078
Psychotherapy Essentials,NURS90141,Subject,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90141
Paediatric Nursing,NURS90088,Requisites apply,"Offered Semester 2 (Extended), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90088
Foundations of Analytics,MAST90135,Requisites apply,"Offered Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mast90135
Research Methods,COMP90044,Subject,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/comp90044
Topics in Contemporary Epistemology,PHIL40018,Subject,"Offered Semester 1, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phil40018
Supply Chain Intelligence,MGMT90277,Subject,"Offered October, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/mgmt90277
Talent Management,MGMT90268,Subject,"Offered Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mgmt90268
Hebrew 8,HEBR30017,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hebr30017
Research Methods For Life Sciences,AGRI90075,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/agri90075
Geology from Geophysics,ERTH90033,Subject,"Offered Summer Term, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/erth90033
Global Commercial Contract Law,LAWS70389,Quotas apply,"Offered January, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70389
Ancient Greek Honours Seminar 1,CLAS40038,Requisites apply,"Offered Semester 1, 2024","Honours, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/clas40038
History of Books and Reading,PUBL90007,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/publ90007
Medical Litigation,LAWS70225,Quotas apply,"Offered May, October, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70225
Planning Studio,ABPL90441,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90441
Masters Advanced Software Project Part 2,SWEN90018,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/swen90018
Bringing in the People,LAWS90170,Quotas apply,"Offered October, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90170
Gender Studies Thesis Part 1,GEND40006,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/gend40006
International Dispute Settlement,LAWS90022,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90022
Architectural Engineering Thesis,ABPL90390,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90390
Superannuation Law,LAWS70036,Quotas apply,"Offered June, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70036
"Euripides, Seneca, and Mythmaking",ANCW40001,Requisites apply,"Offered Semester 2, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ancw40001
Mineral and Petroleum Law,LAWS90043,Quotas apply,"Offered March, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90043
Transitional Justice,LAWS90253,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90253
"Sexual Crimes, Sexual Conduct and Law",LAWS90247,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90247
Trade and Investment Law in China,LAWS90052,Quotas apply,"Offered October, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90052
Criminalising Speech in the Internet Age,LAWS70184,Quotas apply,"Offered December, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70184
Ancient World Studies Thesis Part 1,ANCW40016,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/ancw40016
International Trade Law,LAWS70028,Quotas apply,"Offered May, July, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70028
The Anthropological Imagination,ANTH30013,Requisites apply,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/anth30013
Learning Area Economics (SI) 2,EDUC91244,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91244
Drug Discovery and Development,MEDI90097,Requisites apply,"Offered Term 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90097
Biological Interventions with Youth,PSYT90103,Subject,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyt90103
Development Studies Thesis Part 1,DEVT90054,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/devt90054
Leadership in Schools,EDUC91182,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91182
Bower Studio - Community Development,ABPL90152,Quotas apply,"Offered November, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl90152
Clinical Genomics,GENE90002,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/gene90002
Consumer Protection Law And Policy,LAWS50085,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50085
Principles of Clinical Research,CLRS90027,Requisites apply,"Offered February, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/clrs90027
US Copyright Law and Practice,LAWS90104,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90104
Special Issues in Tax Treaties,LAWS90050,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90050
Law and Literature,LAWS50121,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50121
Freedom of Information,LAWS70372,Subject,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70372
Australians Detained Abroad,LAWS70407,Subject,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70407
Sustainable Bioprocessing,CHEN90031,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chen90031
Regional Governance,PADM90012,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/padm90012
Sports Law: Entities and Governance,LAWS70166,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70166
US Patent Law,LAWS90105,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90105
Management of Contact Lens Patients,OPTO90009,Requisites apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/opto90009
Intellectual Property Dispute Resolution,LAWS90178,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90178
Private Law: Theoretical Perspectives,LAWS50124,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50124
Government Today 1,PPMN90045,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ppmn90045
Sports Marketing and Media Law,LAWS70275,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70275
"Human Rights, Women and Development",LAWS70171,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70171
Comparative Foreign Affairs Law,LAWS90084,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90084
Management of Neuro-ophthalmic Disorders,OPTO90015,Requisites apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/opto90015
"Law, Justice & Human Rights in China",LAWS50117,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50117
International Environmental Law,LAWS50133,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50133
Research Studies in Optometry,OPTO90031,Requisites apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/opto90031
Advanced Medical Research,MEDS40006,Requisites apply,"Offered January, 2024","Undergraduate Level 4, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/meds40006
Glaucoma and Retinal Disease,OPTO90016,Requisites apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/opto90016
Prosecuting the War on Terror,LAWS70327,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70327
Anterior Eye Disease and Dry Eye,OPTO90006,Requisites apply,Not offered in 2024,"Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/opto90006
Persuasion for Policymakers,PPMN90046,Subject,"Offered March, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ppmn90046
Multiculturalism Religion and the Law,LAWS50132,Quotas apply,Not offered in 2024,"Graduate coursework Level 5, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws50132
US Intellectual Property Law,LAWS70406,Subject,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70406
International Public Management,PPMN90051,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ppmn90051
Guiding Change for Inclusive Practice,EDUC91192,Requisites apply,"Offered March, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91192
Learning Area Drama (SI) A2,EDUC91242,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91242
Advanced Practice in Surgical Education,MEDS90033,Requisites apply,"Offered Semester 2 (Early-Start), 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/meds90033
Screen Language 1A,FLTV90026,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv90026
Show Business of Creative Producing,FLTV90031,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv90031
Screen Craft,FLTV90029,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv90029
Managing Screen Projects,FLTV90028,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv90028
Scriptwriting 1,FLTV70017,Subject,Not offered in 2024,"Graduate coursework Level 7, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/fltv70017
Advanced Construction Law,LAWS70128,Quotas apply,"Offered August, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70128
Critical Asian Perspectives,ASIA90004,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/asia90004
Advanced Clinical Genomics 1,GENE90021,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/gene90021
Commercial Arbitration in Practice,LAWS90051,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90051
Design for Innovation,LAWS90193,Quotas apply,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90193
Patent Law,LAWS70021,Quotas apply,"Offered May, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70021
Asia and the World,ASIA90008,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/asia90008
Marketing & Media in a Global Context,MECM90034,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mecm90034
Media and Communications Thesis Part 1,MECM90029,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 18.75 credit points",https://handbook.unimelb.edu.au/2024/subjects/mecm90029
"Competition Law, IP & Personality Rights",LAWS70208,Quotas apply,Not offered in 2024,"Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70208
Graduate French B,FREN90004,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fren90004
